income,model,retired,stratifier,stratification,att,lower,upper,se,n_treat,n_control,n_dead_treat,n_dead_control,outcome_control,outcome_treat,p_val,pct,pct_lower,pct_upper
personal,age_sex_edu,1,index,2,-435,-549,-320,58.325,17668,3028411,0,0,30407.342,30841.935,0,-1.40%,-1.81%,-1.05%
personal,age_sex_edu,1,index,3,-533,-658,-408,63.742,16394,2808831,0,0,30768.855,31301.615,0,-1.70%,-2.14%,-1.33%
personal,age_sex_edu,1,index,4,-539,-675,-403,69.455,13791,2393101,0,0,30907.693,31446.696,0,-1.70%,-2.18%,-1.30%
personal,age_sex_edu,1,index,5,-493,-638,-348,74.077,11565,2011839,0,0,31032.584,31525.339,0,-1.60%,-2.06%,-1.12%
personal,age_sex_edu,1,index,6,-452,-609,-294,80.269,9596,1670293,0,0,31221.809,31673.478,0,-1.40%,-1.95%,-0.94%
personal,age_sex_edu,1,index,7,-473,-649,-296,90.02,7845,1368098,0,0,31478.655,31951.527,0,-1.50%,-2.06%,-0.94%
personal,age_sex_edu,1,index,8,-546,-754,-337,106.335,6265,1099278,0,0,31608.493,32154.034,0,-1.70%,-2.39%,-1.07%
personal,age_sex_edu,1,index,9,-517,-746,-287,117.321,4870,860565,0,0,31820.278,32336.799,0,-1.60%,-2.35%,-0.90%
personal,age_sex_edu,,index,0,-203,-291,-114,45.035,51038,9673708,0,0,41379.158,41581.83,0,-0.50%,-0.70%,-0.28%
personal,age_sex_edu,,index,1,-160,-253,-66,47.61,49113,9351706,0,0,41555.257,41714.958,0.001,-0.40%,-0.61%,-0.16%
personal,age_sex_edu,,index,2,126,29,224,49.593,46988,9032914,0,0,41665.736,41539.338,0.011,0.30%,0.07%,0.54%
personal,age_sex_edu,,index,3,226,126,326,51.08,44963,8714634,0,0,41797.838,41571.643,0,0.50%,0.30%,0.78%
personal,age_sex_edu,,index,4,269,161,378,55.362,39507,7770436,0,0,41626.507,41357.086,0,0.60%,0.39%,0.91%
personal,age_sex_edu,,index,5,313,199,428,58.435,34377,6836519,0,0,41389.997,41076.725,0,0.80%,0.48%,1.03%
personal,age_sex_edu,,index,6,226,103,349,62.964,29702,6005084,0,0,41200.187,40974.243,0,0.50%,0.25%,0.85%
personal,age_sex_edu,,index,7,87,-47,221,68.171,25475,5204816,0,0,41037.443,40950.412,0.202,0.20%,-0.11%,0.54%
personal,age_sex_edu,,index,8,24,-122,171,74.776,21534,4451203,0,0,40816.769,40792.358,0.744,0.10%,-0.30%,0.42%
personal,age_sex_edu,,index,9,-19,-176,138,80.087,17572,3724759,0,0,40573.709,40592.252,0.817,0.00%,-0.43%,0.34%
personal,age_sex_edu,0,year,2003,-416,-828,-5,210.106,1990,476203,0,0,44690.161,45106.602,0.047,-0.90%,-1.85%,-0.01%
personal,age_sex_edu,0,year,2004,-821,-1462,-181,326.795,2053,491107,0,0,90368.494,91189.712,0.012,-0.90%,-1.62%,-0.20%
personal,age_sex_edu,0,year,2005,-620,-1446,205,421.252,2010,485780,0,0,136766.298,137386.519,0.141,-0.50%,-1.06%,0.15%
personal,age_sex_edu,0,year,2006,396,-597,1390,506.901,2104,479153,0,0,184733.881,184337.761,0.435,0.20%,-0.32%,0.75%
personal,age_sex_edu,0,year,2007,912,-217,2042,576.387,2106,471723,0,0,234654.715,233742.231,0.113,0.40%,-0.09%,0.87%
personal,age_sex_edu,0,year,2008,2045,806,3283,631.901,2464,478106,0,0,281129.178,279084.592,0.001,0.70%,0.29%,1.17%
personal,age_sex_edu,0,year,2009,2163,828,3497,680.857,3192,494957,0,0,328055.534,325892.947,0.001,0.70%,0.25%,1.07%
personal,age_sex_edu,0,year,2010,2817,1374,4260,736.467,3156,505059,0,0,377627.989,374810.999,0,0.70%,0.36%,1.13%
personal,age_sex_edu,0,year,2011,3177,1673,4682,767.655,3099,497370,0,0,415111.236,411933.954,0,0.80%,0.40%,1.13%
personal,age_sex_edu,0,year,2012,4246,2662,5829,807.828,3052,485748,0,0,457537.756,453292.018,0,0.90%,0.58%,1.27%
personal,age_sex_edu,1,year,2003,-441,-878,-4,222.86,1203,255970,0,0,27936.2,28377.473,0.048,-1.60%,-3.14%,-0.02%
personal,age_sex_edu,1,year,2004,-1211,-1875,-547,338.907,1243,252710,0,0,57104.311,58315.261,0,-2.10%,-3.28%,-0.96%
personal,age_sex_edu,1,year,2005,-1651,-2422,-880,393.393,1241,248374,0,0,86541.938,88192.739,0,-1.90%,-2.80%,-1.02%
personal,age_sex_edu,1,year,2006,-1694,-2575,-813,449.635,1329,243303,0,0,115974.784,117668.637,0,-1.50%,-2.22%,-0.70%
personal,age_sex_edu,1,year,2007,-1907,-2959,-856,536.477,1326,242316,0,0,147564.955,149471.968,0,-1.30%,-2.00%,-0.58%
personal,age_sex_edu,1,year,2008,-1970,-3127,-812,590.652,1556,256752,0,0,176905.503,178875.314,0.001,-1.10%,-1.77%,-0.46%
personal,age_sex_edu,1,year,2009,-1221,-2429,-12,616.701,1896,282374,0,0,206643.213,207863.732,0.048,-0.60%,-1.18%,-0.01%
personal,age_sex_edu,1,year,2010,-1988,-3299,-677,668.949,1789,270949,0,0,241581.543,243569.194,0.003,-0.80%,-1.37%,-0.28%
personal,age_sex_edu,1,year,2011,-2871,-4290,-1451,724.196,1742,272512,0,0,269087.179,271957.971,0,-1.10%,-1.59%,-0.54%
personal,age_sex_edu,1,year,2012,-3023,-4476,-1571,741.136,1696,276761,0,0,300781.103,303804.339,0,-1.00%,-1.49%,-0.52%
personal,age_sex_edu,0,year,2013,4210,2610,5810,816.145,3014,481845,0,0,462922.659,458712.564,0,0.90%,0.56%,1.26%
personal,age_sex_edu,1,year,2013,-4393,-5813,-2973,724.368,1727,278475,0,0,306811.517,311204.483,0,-1.40%,-1.89%,-0.97%
personal,age_sex_edu,0,year,2014,4115,2535,5694,806.033,2951,490028,0,0,470246.275,466131.759,0,0.90%,0.54%,1.21%
personal,age_sex_edu,1,year,2014,-5336,-6787,-3885,740.28,1776,285658,0,0,310993.107,316329.47,0,-1.70%,-2.18%,-1.25%
personal,age_sex_edu,0,year,2015,5248,3669,6828,805.868,2889,483455,0,0,478631.55,473383.483,0,1.10%,0.77%,1.43%
personal,age_sex_edu,1,year,2015,-6171,-7657,-4685,758.023,1913,291244,0,0,315704.004,321875.165,0,-2.00%,-2.43%,-1.48%
personal,age_sex_edu,0,year,2016,3911,2365,5456,788.669,2841,475120,0,0,435309.245,431398.662,0,0.90%,0.54%,1.25%
personal,age_sex_edu,1,year,2016,-6143,-7639,-4647,763.227,1787,275674,0,0,289827.645,295970.76,0,-2.10%,-2.64%,-1.60%
personal,age_sex_edu,0,year,2017,5140,3644,6636,763.289,2790,468719,0,0,388026.946,382887.316,0,1.30%,0.94%,1.71%
personal,age_sex_edu,1,year,2017,-4891,-6344,-3437,741.757,1666,261260,0,0,259781.563,264672.146,0,-1.90%,-2.44%,-1.32%
personal,age_sex_edu,0,year,2018,4143,2733,5554,719.621,2739,462445,0,0,341169.865,337026.759,0,1.20%,0.80%,1.63%
personal,age_sex_edu,1,year,2018,-4340,-5659,-3020,673.212,1566,243448,0,0,230168.125,234507.994,0,-1.90%,-2.46%,-1.31%
personal,age_sex_edu,,year,2003,-426,-731,-121,155.554,3193,732173,0,0,38377.911,38803.707,0.006,-1.10%,-1.90%,-0.32%
personal,age_sex_edu,,year,2004,-968,-1440,-497,240.542,3296,743817,0,0,77912.153,78880.308,0,-1.20%,-1.85%,-0.64%
personal,age_sex_edu,,year,2005,-984,-1578,-390,303.039,3251,734154,0,0,118311.599,119295.407,0.001,-0.80%,-1.33%,-0.33%
personal,age_sex_edu,,year,2006,-338,-1046,370,361.153,3433,711161,0,0,159624.522,159962.854,0.349,-0.20%,-0.66%,0.23%
personal,age_sex_edu,,year,2007,-56,-872,761,416.663,3432,697357,0,0,203286.903,203342.575,0.894,0.00%,-0.43%,0.37%
personal,age_sex_edu,,year,2008,673,-228,1573,459.5,4020,734858,0,0,244181.084,243508.465,0.143,0.30%,-0.09%,0.64%
personal,age_sex_edu,,year,2009,1008,39,1977,494.559,5088,777331,0,0,285823.93,284815.937,0.042,0.40%,0.01%,0.69%
personal,age_sex_edu,,year,2010,1196,142,2250,537.653,4945,776008,0,0,330880.334,329684.387,0.026,0.40%,0.04%,0.68%
personal,age_sex_edu,,year,2011,1069,-35,2173,563.168,4775,751680,0,0,364853.444,363784.644,0.058,0.30%,-0.01%,0.60%
personal,age_sex_edu,,year,2012,1702,545,2860,590.689,4616,761617,0,0,403463.709,401761.437,0.004,0.40%,0.13%,0.71%
personal,age_sex_edu,,year,2013,1265,100,2429,594.243,4484,745098,0,0,408655.761,407390.982,0.033,0.30%,0.02%,0.59%
personal,age_sex_edu,,year,2014,837,-313,1988,587.091,4326,775686,0,0,413887.523,413050.191,0.154,0.20%,-0.08%,0.48%
personal,age_sex_edu,,year,2015,1268,125,2411,583.049,4304,752713,0,0,419591.775,418323.514,0.03,0.30%,0.03%,0.57%
personal,age_sex_edu,,year,2016,420,-708,1547,575.062,4125,729703,0,0,383184.119,382764.522,0.466,0.10%,-0.18%,0.40%
personal,age_sex_edu,,year,2017,1598,506,2689,556.862,3950,706725,0,0,342510.002,340912.477,0.004,0.50%,0.15%,0.79%
personal,age_sex_edu,,year,2018,1132,104,2161,524.76,3807,684564,0,0,302341.226,301208.889,0.031,0.40%,0.03%,0.71%
personal,age_sex_edu,0,match_age,18to29,9373,7571,11175,919.492,382,263540,0,0,519758.901,510385.969,0,1.80%,1.46%,2.15%
personal,age_sex_edu,0,match_age,30to34,14007,12066,15948,990.24,865,312188,0,0,579778.778,565771.605,0,2.40%,2.08%,2.75%
personal,age_sex_edu,0,match_age,35to39,8793,6985,10600,922.277,1831,727521,0,0,578274.46,569481.916,0,1.50%,1.21%,1.83%
personal,age_sex_edu,0,match_age,40to45,1637,10,3264,830.164,3414,1033006,0,0,561894.964,560257.73,0.049,0.30%,0.00%,0.58%
personal,age_sex_edu,0,match_age,45to49,6638,5277,7998,694.193,5479,1098321,0,0,540509.457,533871.631,0,1.20%,0.98%,1.48%
personal,age_sex_edu,0,match_age,50to54,4538,3230,5846,667.252,5507,1009313,0,0,488255.287,483717.513,0,0.90%,0.66%,1.20%
personal,age_sex_edu,1,match_age,50to54,8836,-4560,22232,6834.653,<5,77,0,0,286751.74,277916.152,0.2,3.10%,-1.59%,7.75%
personal,age_sex_edu,0,match_age,55to59,1971,927,3015,532.806,7021,1131858,0,0,400066.036,398094.938,0,0.50%,0.23%,0.75%
personal,age_sex_edu,1,match_age,55to59,3333,424,6243,1484.4,114,11802,0,0,260195.566,256862.254,0.025,1.30%,0.16%,2.40%
personal,age_sex_edu,1,match_age,60to64,-4220,-5334,-3107,567.936,3092,480004,0,0,285887.965,290108.43,0,-1.50%,-1.87%,-1.09%
personal,age_sex_edu,0,match_age,60to64,1680,665,2695,517.68,4994,575071,0,0,360039.663,358359.759,0.001,0.50%,0.18%,0.75%
personal,age_sex_edu,1,match_age,65to69,-5029,-5940,-4118,464.61,5276,856421,0,0,302818.406,307847.431,0,-1.70%,-1.96%,-1.36%
personal,age_sex_edu,0,match_age,65to69,-4230,-5818,-2642,810.136,1078,64770,0,0,352220.013,356450.353,0,-1.20%,-1.65%,-0.75%
personal,age_sex_edu,1,match_age,70to74,-4170,-5293,-3047,573.103,4421,822833,0,0,314501.707,318671.507,0,-1.30%,-1.68%,-0.97%
personal,age_sex_edu,0,match_age,70to74,-25,-7031,6981,3574.329,64,676,0,0,392598.381,392623.514,0.994,0.00%,-1.79%,1.78%
personal,age_sex_edu,1,match_age,75to79,-5795,-6937,-4653,582.662,3557,622608,0,0,327552.897,333347.583,0,-1.80%,-2.12%,-1.42%
personal,age_sex_edu,0,match_age,75to79,-2343,-34823,30137,16571.562,10,26,0,0,425278.053,427620.826,0.888,-0.60%,-8.19%,7.09%
personal,age_sex_edu,1,match_age,80to84,-4509,-6122,-2896,823.128,2469,405452,0,0,338344.343,342853.286,0,-1.30%,-1.81%,-0.86%
personal,age_sex_edu,0,match_age,80to84,25926,14304,37547,5929.527,8,18,0,0,223782.009,197856.398,0,11.60%,6.39%,16.78%
personal,age_sex_edu,1,match_age,85to89,-8044,-10462,-5626,1233.66,1106,197824,0,0,341847.856,349891.435,0,-2.40%,-3.06%,-1.65%
personal,age_sex_edu,1,match_age,90to120,1971,-1640,5581,1842.072,345,60377,0,0,342326.939,340356.06,0.285,0.60%,-0.48%,1.63%
personal,age_sex_edu,0,match_age,85to89,-476622,-507770,-445475,15891.56,<5,<5,0,0,209364.221,685986.561,0,-227.70%,-242.53%,-212.78%
personal,age_sex_edu,,match_age,18to29,9373,7571,11175,919.492,382,263540,0,0,519758.901,510385.969,0,1.80%,1.46%,2.15%
personal,age_sex_edu,,match_age,30to34,14007,12066,15948,990.24,865,312188,0,0,579778.778,565771.605,0,2.40%,2.08%,2.75%
personal,age_sex_edu,,match_age,35to39,8793,6985,10600,922.277,1831,727521,0,0,578274.46,569481.916,0,1.50%,1.21%,1.83%
personal,age_sex_edu,,match_age,40to45,1637,10,3264,830.164,3414,1033006,0,0,561894.964,560257.73,0.049,0.30%,0.00%,0.58%
personal,age_sex_edu,,match_age,45to49,6638,5277,7998,694.193,5479,1098321,0,0,540509.457,533871.631,0,1.20%,0.98%,1.48%
personal,age_sex_edu,,match_age,50to54,4538,3231,5845,666.857,5512,1009390,0,0,488135.275,483596.985,0,0.90%,0.66%,1.20%
personal,age_sex_edu,,match_age,55to59,2008,982,3034,523.458,7135,1143660,0,0,397594.36,395586.462,0,0.50%,0.25%,0.76%
personal,age_sex_edu,,match_age,60to64,-652,-1409,105,386.322,8086,1055075,0,0,331015.372,331667.516,0.091,-0.20%,-0.43%,0.03%
personal,age_sex_edu,,match_age,65to69,-4866,-5663,-4070,406.496,6354,921191,0,0,311516.187,316382.571,0,-1.60%,-1.82%,-1.31%
personal,age_sex_edu,,match_age,70to74,-4103,-5215,-2992,567.072,4485,823509,0,0,315675.781,319778.841,0,-1.30%,-1.65%,-0.95%
personal,age_sex_edu,,match_age,75to79,-5775,-6920,-4629,584.467,3566,622634,0,0,327950.501,333725.378,0,-1.80%,-2.11%,-1.41%
personal,age_sex_edu,,match_age,80to84,-4422,-6034,-2809,822.646,2477,405470,0,0,338437.659,342859.519,0,-1.30%,-1.78%,-0.83%
personal,age_sex_edu,,match_age,85to89,-8982,-11399,-6565,1233.179,1107,197826,0,0,341871.455,350853.016,0,-2.60%,-3.33%,-1.92%
personal,age_sex_edu,,match_age,90to120,1971,-1640,5581,1842.072,345,60377,0,0,342326.939,340356.06,0.285,0.60%,-0.48%,1.63%
personal,age_sex_edu,0,edu,Upper secondary,5139,2986,7292,1098.545,1179,190010,0,0,522674.1,517535.067,0,1.00%,0.57%,1.40%
personal,age_sex_edu,0,edu,Basic,-486,-1226,255,377.794,8502,1303025,0,0,364679.504,365165.125,0.199,-0.10%,-0.34%,0.07%
personal,age_sex_edu,0,edu,Bachelor,6110,4936,7284,598.923,6844,1454796,0,0,559932.681,553822.422,0,1.10%,0.88%,1.30%
personal,age_sex_edu,0,edu,Vocational training,3899,3044,4754,436.323,12131,3006015,0,0,451650.61,447751.835,0,0.90%,0.67%,1.05%
personal,age_sex_edu,0,edu,Higher education,16226,13402,19050,1440.814,1645,256515,0,0,750819.285,734593.078,0,2.20%,1.79%,2.54%
personal,age_sex_edu,0,edu,-1,597,-1533,2727,1086.789,352,5949,0,0,356618.907,356022.004,0.583,0.20%,-0.43%,0.76%
personal,age_sex_edu,1,edu,Vocational training,-2979,-3927,-2031,483.619,6465,971874,0,0,302938.537,305917.85,0,-1.00%,-1.30%,-0.67%
personal,age_sex_edu,1,edu,Basic,-2572,-3180,-1965,310.042,9674,1968767,0,0,281907.039,284479.255,0,-0.90%,-1.13%,-0.70%
personal,age_sex_edu,1,edu,Bachelor,-11589,-13322,-9856,884.155,2306,225344,0,0,405358.819,416947.889,0,-2.90%,-3.29%,-2.43%
personal,age_sex_edu,1,edu,Higher education,-24168,-30061,-18275,3006.612,266,7828,0,0,513577.341,537744.97,0,-4.70%,-5.85%,-3.56%
personal,age_sex_edu,1,edu,Upper secondary,-35707,-40193,-31221,2288.81,231,4947,0,0,363528.41,399235.252,0,-9.80%,-11.06%,-8.59%
personal,age_sex_edu,1,edu,-1,-9949,-11717,-8181,902.028,1443,278638,0,0,318825.064,328774.291,0,-3.10%,-3.68%,-2.57%
personal,age_sex_edu,,edu,Upper secondary,-202,-2157,1752,997.245,1410,194957,0,0,500153.329,500355.456,0.839,0.00%,-0.43%,0.35%
personal,age_sex_edu,,edu,Basic,-1554,-2041,-1067,248.335,18176,3271792,0,0,325203.438,326757.566,0,-0.50%,-0.63%,-0.33%
personal,age_sex_edu,,edu,Bachelor,2299,1304,3294,507.596,9150,1680140,0,0,525774.486,523475.278,0,0.40%,0.25%,0.63%
personal,age_sex_edu,,edu,Vocational training,1828,1164,2492,338.617,18596,3977889,0,0,405783.162,403955.041,0,0.50%,0.29%,0.61%
personal,age_sex_edu,,edu,Higher education,11614,9018,14209,1324.319,1911,264343,0,0,722619.538,711005.785,0,1.60%,1.25%,1.97%
personal,age_sex_edu,,edu,-1,-6027,-7396,-4658,698.488,1795,284587,0,0,329654.123,335680.679,0,-1.80%,-2.24%,-1.41%
personal,3y_lookback,0,,,6385,5843,6927,276.464,30944,11586841,0,0,470373.112,463988.469,0,1.40%,1.24%,1.47%
personal,3y_lookback,1,,,-2259,-2742,-1777,246.117,20202,4649836,0,0,311569.083,313828.569,0,-0.70%,-0.88%,-0.57%
personal,3y_lookback,,,,3499,3102,3897,202.623,51146,16236677,0,0,415830.641,412331.254,0,0.80%,0.75%,0.94%
personal,3y_lookback,0,index,0,178,50,306,65.153,30944,11586841,0,0,49221.58,49043.714,0.006,0.40%,0.10%,0.62%
personal,3y_lookback,0,index,1,297,159,436,70.805,30369,11399967,0,0,48992.447,48695.008,0,0.60%,0.32%,0.89%
personal,3y_lookback,0,index,2,724,580,869,73.552,29636,11224691,0,0,48674.832,47950.419,0,1.50%,1.19%,1.78%
personal,3y_lookback,0,index,3,948,798,1099,76.783,28882,11038838,0,0,48355.898,47407.429,0,2.00%,1.65%,2.27%
personal,3y_lookback,0,index,4,983,824,1143,81.369,26007,9980839,0,0,47603.174,46620.117,0,2.10%,1.73%,2.40%
personal,3y_lookback,0,index,5,998,831,1166,85.36,23068,8965165,0,0,46880.223,45881.767,0,2.10%,1.77%,2.49%
personal,3y_lookback,0,index,6,791,613,968,90.675,20332,8068099,0,0,46173.407,45382.822,0,1.70%,1.33%,2.10%
personal,3y_lookback,0,index,7,525,334,716,97.417,17838,7150767,0,0,45473.2,44947.79,0,1.20%,0.74%,1.58%
personal,3y_lookback,0,index,8,488,280,697,106.458,15453,6248503,0,0,44819.952,44331.663,0,1.10%,0.62%,1.55%
personal,3y_lookback,0,index,9,451,228,673,113.649,12851,5348669,0,0,44178.399,43727.74,0,1.00%,0.52%,1.52%
personal,3y_lookback,1,index,0,-79,-165,7,43.837,20202,4649836,0,0,30160.243,30239.552,0.07,-0.30%,-0.55%,0.02%
personal,3y_lookback,1,index,1,-156,-254,-58,50.108,18897,4414169,0,0,30394.042,30549.902,0.002,-0.50%,-0.84%,-0.19%
personal,3y_lookback,1,index,2,-160,-264,-57,53.033,17558,4180469,0,0,30643.482,30803.971,0.002,-0.50%,-0.86%,-0.18%
personal,3y_lookback,1,index,3,-259,-375,-143,59.382,16302,3949408,0,0,30999.53,31258.455,0,-0.80%,-1.21%,-0.46%
personal,3y_lookback,1,index,6,-189,-348,-31,80.837,9578,2454126,0,0,31456.976,31646.079,0.019,-0.60%,-1.10%,-0.10%
personal,3y_lookback,1,index,7,-298,-475,-121,90.363,7842,2039677,0,0,31645.73,31943.389,0.001,-0.90%,-1.50%,-0.38%
personal,3y_lookback,1,index,8,-302,-510,-94,106.194,6263,1657278,0,0,31825.214,32127.109,0.004,-0.90%,-1.60%,-0.29%
personal,3y_lookback,1,index,9,-331,-563,-98,118.637,4871,1325109,0,0,32020.966,32351.685,0.005,-1.00%,-1.76%,-0.31%
personal,3y_lookback,1,index,4,-256,-387,-124,67.027,13727,3408600,0,0,31141.768,31397.467,0,-0.80%,-1.24%,-0.40%
personal,3y_lookback,1,index,5,-230,-372,-88,72.511,11528,2910334,0,0,31281.131,31510.96,0.002,-0.70%,-1.19%,-0.28%
personal,3y_lookback,,index,0,76,-8,161,43.053,51146,16236677,0,0,41692.602,41616.316,0.076,0.20%,-0.02%,0.39%
personal,3y_lookback,,index,1,124,30,217,47.691,49266,15814136,0,0,41858.642,41735.074,0.01,0.30%,0.07%,0.52%
personal,3y_lookback,,index,2,395,297,494,50.226,47194,15405160,0,0,41966.47,41571.275,0,0.90%,0.71%,1.18%
personal,3y_lookback,,index,3,513,408,618,53.553,45184,14988246,0,0,42093.869,41581.018,0,1.20%,0.97%,1.47%
personal,3y_lookback,,index,4,555,441,669,58.074,39734,13389439,0,0,41916.213,41361.112,0,1.30%,1.05%,1.60%
personal,3y_lookback,,index,5,589,468,710,61.833,34596,11875499,0,0,41682.329,41093.159,0,1.40%,1.12%,1.70%
personal,3y_lookback,,index,6,477,346,608,66.853,29910,10522225,0,0,41460.803,40983.942,0,1.20%,0.83%,1.47%
personal,3y_lookback,,index,7,274,131,417,73.079,25680,9190444,0,0,41250.653,40976.586,0,0.70%,0.32%,1.01%
personal,3y_lookback,,index,8,260,100,421,81.712,21716,7905781,0,0,41072.207,40811.81,0.001,0.60%,0.24%,1.02%
personal,3y_lookback,,index,9,236,62,410,88.628,17722,6673778,0,0,40836.854,40600.962,0.008,0.60%,0.15%,1.00%
personal,3y_lookback,0,year,2003,81,-301,462,194.852,2019,829456,0,0,45140.254,45059.68,0.679,0.20%,-0.67%,1.02%
personal,3y_lookback,0,year,2004,230,-369,829,305.618,2071,898203,0,0,91448.369,91217.89,0.451,0.30%,-0.40%,0.91%
personal,3y_lookback,0,year,2005,933,136,1730,406.868,2038,888950,0,0,138231.359,137298.354,0.022,0.70%,0.10%,1.25%
personal,3y_lookback,0,year,2006,2343,1369,3317,496.743,2121,877611,0,0,186541.661,184198.674,0,1.30%,0.73%,1.78%
personal,3y_lookback,0,year,2007,2822,1674,3970,585.7,2128,893018,0,0,236445.129,233623.1,0,1.20%,0.71%,1.68%
personal,3y_lookback,0,year,2008,3543,2272,4813,648.244,2484,874099,0,0,282596.582,279053.71,0,1.30%,0.80%,1.70%
personal,3y_lookback,0,year,2009,4293,2922,5664,699.516,3213,899960,0,0,329913.048,325620.319,0,1.30%,0.89%,1.72%
personal,3y_lookback,0,year,2010,5236,3739,6733,763.969,3174,915877,0,0,379726.985,374490.938,0,1.40%,0.98%,1.77%
personal,3y_lookback,0,year,2011,5180,3603,6757,804.622,3118,928456,0,0,416805.725,411625.939,0,1.20%,0.86%,1.62%
personal,3y_lookback,0,year,2012,6813,5144,8482,851.436,3073,906242,0,0,459691.018,452877.823,0,1.50%,1.12%,1.85%
personal,3y_lookback,1,year,2003,-85,-407,237,164.149,1198,339753,0,0,28321.53,28406.501,0.605,-0.30%,-1.44%,0.84%
personal,3y_lookback,1,year,2004,-461,-971,49,260.231,1231,337971,0,0,57800.068,58260.957,0.077,-0.80%,-1.68%,0.09%
personal,3y_lookback,1,year,2005,-645,-1275,-14,321.719,1231,333606,0,0,87410.472,88055.271,0.045,-0.70%,-1.46%,-0.02%
personal,3y_lookback,1,year,2006,-789,-1560,-19,393.214,1319,337700,0,0,116723.079,117512.368,0.045,-0.70%,-1.34%,-0.02%
personal,3y_lookback,1,year,2009,326,-816,1468,582.555,1887,359515,0,0,208079.865,207753.896,0.576,0.20%,-0.39%,0.71%
personal,3y_lookback,1,year,2010,-324,-1613,964,657.588,1782,360509,0,0,243050.547,243375.01,0.622,-0.10%,-0.66%,0.40%
personal,3y_lookback,1,year,2011,-1512,-2881,-144,698.211,1724,370517,0,0,270246.252,271758.481,0.03,-0.60%,-1.07%,-0.05%
personal,3y_lookback,1,year,2012,-977,-2385,432,718.635,1684,375532,0,0,302546.637,303523.371,0.174,-0.30%,-0.79%,0.14%
personal,3y_lookback,1,year,2007,-719,-1693,254,496.605,1318,334374,0,0,148436.665,149156.09,0.147,-0.50%,-1.14%,0.17%
personal,3y_lookback,1,year,2008,-554,-1623,515,545.517,1530,348206,0,0,178018.547,178572.519,0.31,-0.30%,-0.91%,0.29%
personal,3y_lookback,0,year,2013,6292,4573,8011,876.974,3036,897030,0,0,464522.707,458230.365,0,1.40%,0.98%,1.72%
personal,3y_lookback,1,year,2013,-2048,-3487,-608,734.435,1704,376590,0,0,308983.321,311031.058,0.005,-0.70%,-1.13%,-0.20%
personal,3y_lookback,0,year,2014,6555,4844,8267,873.227,2970,932130,0,0,472139.281,465584.028,0,1.40%,1.03%,1.75%
personal,3y_lookback,1,year,2014,-2571,-3997,-1145,727.462,1762,383214,0,0,313235.552,315806.49,0,-0.80%,-1.28%,-0.37%
personal,3y_lookback,0,year,2015,7790,6043,9537,891.12,2910,925576,0,0,480705.759,472915.682,0,1.60%,1.26%,1.98%
personal,3y_lookback,1,year,2015,-3532,-5018,-2047,757.828,1897,392349,0,0,318218.91,321751.232,0,-1.10%,-1.58%,-0.64%
personal,3y_lookback,0,year,2016,5898,4181,7615,876.041,2861,914822,0,0,436861.773,430963.74,0,1.40%,0.96%,1.74%
personal,3y_lookback,1,year,2016,-3448,-4886,-2010,733.687,1772,374377,0,0,292298.934,295747.287,0,-1.20%,-1.67%,-0.69%
personal,3y_lookback,0,year,2017,6702,5059,8345,838.151,2814,904740,0,0,389111.508,382409.722,0,1.70%,1.30%,2.14%
personal,3y_lookback,1,year,2017,-2457,-3875,-1039,723.444,1657,356782,0,0,262030.327,264487.551,0.001,-0.90%,-1.48%,-0.40%
personal,3y_lookback,0,year,2018,5671,4105,7236,798.772,2760,889027,0,0,342253.556,336582.889,0,1.70%,1.20%,2.11%
personal,3y_lookback,1,year,2018,-2343,-3623,-1064,652.884,1560,339430,0,0,231765.642,234109.005,0,-1.00%,-1.56%,-0.46%
personal,3y_lookback,,year,2003,19,-249,287,136.717,3217,1169209,0,0,38877.017,38858.092,0.89,0.00%,-0.64%,0.74%
personal,3y_lookback,,year,2004,-25,-447,396,215.144,3302,1236174,0,0,78996.727,79022.068,0.906,0.00%,-0.57%,0.50%
personal,3y_lookback,,year,2005,373,-184,930,284.158,3269,1207035,0,0,119779.924,119407.313,0.19,0.30%,-0.15%,0.78%
personal,3y_lookback,,year,2006,1235,554,1917,347.781,3440,1215311,0,0,161333.781,160098.316,0,0.80%,0.34%,1.19%
personal,3y_lookback,,year,2007,1624,807,2441,416.709,3446,1227392,0,0,205167.992,203544.19,0,0.80%,0.39%,1.19%
personal,3y_lookback,,year,2008,2194,1285,3103,463.807,4014,1219277,0,0,246042.49,243848.13,0,0.90%,0.52%,1.26%
personal,3y_lookback,,year,2009,2987,2002,3973,502.782,5100,1259475,0,0,288068.901,285081.854,0,1.00%,0.69%,1.38%
personal,3y_lookback,,year,2010,3408,2322,4493,553.863,4956,1276386,0,0,333322.908,329915.213,0,1.00%,0.70%,1.35%
personal,3y_lookback,,year,2011,2931,1784,4078,585.144,4789,1298973,0,0,366953.082,364021.888,0,0.80%,0.49%,1.11%
personal,3y_lookback,,year,2012,4172,2961,5384,618.084,4635,1281774,0,0,406070.757,401898.436,0,1.00%,0.73%,1.33%
personal,3y_lookback,,year,2013,3508,2265,4752,634.331,4504,1253094,0,0,411014.876,407506.588,0,0.90%,0.55%,1.16%
personal,3y_lookback,,year,2014,3451,2222,4680,626.92,4345,1315344,0,0,416500.615,413049.505,0,0.80%,0.53%,1.12%
